author,Start,End,Price,lower bound,upper bound,route,Currency,Price EUR 2014,Service,Year,Source,Comment
Adam (GITOC),Tunisia,Greece,"1,000",,,East Med Sea+,EUR,1080,"Overland/boat, then plane, then overland",2010,"Anna Triandafyllidou and Thanos Maroukis, 2013, Migrant Smuggling: Irregular Migration from Asia and Africa to Europe","To Egypt, then plane to Istanbul, then overland across Evros to Greece"
alb,Turkey,Austria,800,,,,EUR,800,Container on a truck,2014,http://observers.france24.com/fr/content/20141120-est-jamais-perdants-passeur-devoile-trafic-migrants-syrie-l%E2%80%99europe,"Interview from Ahmad, an Afghan smugller settled in Ankara"
kristian,Turkey,Austria,"6,000",,,,EUR,6000,car,2015,"Interview: Two irakian migrefs in Harmanli, Bulgaria","Cost per person, via Bulgaria"
Lise,Turkey,Austria,"8,500",,,,EUR,8500,Trip by car,2015,https://www.facebook.com/europe.travel.from.turkey/timeline,Human smugglers ad on facebook 04/02/15
nelsonmau,Turkey,Austria,"9,000",,,East Med Land,EUR,9000,"Such a ""Special Cars""",2015,The Guardian http://www.theguardian.com/world/2015/may/08/people-smugglers-using-facebook-to-lure-migrants-into-italy-trips,
Adam (GITOC),Turkey,Austria,"9,000",,,,EUR,9000,Overland travel,2015,"Gulf News, 10 May 2015, http://gulfnews.com/news/europe/italy/how-people-smugglers-are-using-facebook-to-lure-migrants-into-italy-trips-1.1508101",Advertised on Facebook
Jakob,Turkey,Bulgaria,"1,800",,,East Med Land,EUR,1800,walk and car to Sofia,2015,https://www.facebook.com/travilingtoeurop?fref=ts,Human smugglers ad on facebook 4/8/15
Jakob,Turkey,Bulgaria,750,,,East Med Land,USD,563,bribe to turkish police,2014,"Interview: A syrian migref in Harmanli, Bulgaria",For a stamp in the passport.
alb,Turkey,Corigliano,"6,000","4,000","8,000",Central Med,USD,5280,"lower bound, abandoned cargo named ""Ezadeen""",2015,http://www.france24.com/fr/20150104-cargos-fantomes-nouvelle-strategie-immigration-clandestine-italie-trafic-humain/,
sgr,Turkey,England,"4,400",,,,CHF,3768,diverse,2000,"Der Bund, June 20th 2000",Costs per person
Adam (GITOC),Turkey,Europe,"5,500",,,Central Med,EUR,5500,70-meter ship,2015,http://mashable.com/2015/04/25/mediterranean-smugglers-facebook/,"Price per person, advertised on facebook by ""Turkish Smuggler"""
Jakob,Turkey,Europe,"6,000",,,East Med Sea+,USD,5280,Ship to Greece and airplane from there,2015,https://www.facebook.com/travilingtoeurop?fref=ts,Human smugglers ad on facebook 4/7/15
kristian,Turkey,Europe,"6,000",,,,EUR,6000,car,2015,"Interview: A syrian migref in Harmanli, Bulgaria","Cost per person, via Bulgaria"
sgr,Turkey,Europe,"303,000,000",,,,USD,228553981,diverse,2011,Spiegel 48 / 2014,Total estimate of revenue of industry in 2011 in Turkey alone
alb,Turkey,Gallipoli,"1,500","1,000","2,000",Central Med,USD,1125,"abandoned cargo ""Blue Sky M""",2014,http://www.lessentiel.lu/fr/news/europe/story/20593167,
alice,Turkey,Germany,"6,000",,,,USD,5280,diverse,2015,"Süddeutsche Zeitung, April 25th 2015",Costs per person
Jakob,Turkey,Germany,"10,000",,,,EUR,10000,truck,2014,"Interview: A syrian migref in Harmanli, Bulgaria","Cost per person, via Bulgaria"
nelsonmau,Turkey,Germany,"9,000",,,East Med Land,EUR,9000,"Such a ""Special Cars""",2015,The Guardian http://www.theguardian.com/world/2015/may/08/people-smugglers-using-facebook-to-lure-migrants-into-italy-trips,
sgr,Turkey,Germany,"12,000",,,,EUR,12000,Flight / all-inclusive package,2015,"Stern, February 26th 2015",
Adam (GITOC),Turkey,Germany,"9,000",,,,EUR,9000,Overland travel,2015,"Gulf News, 10 May 2015, http://gulfnews.com/news/europe/italy/how-people-smugglers-are-using-facebook-to-lure-migrants-into-italy-trips-1.1508101",Advertised on Facebook
Adam (GITOC),Turkey,Greece,"1,460",,,East Med Sea,GBP,1971,Boat,2015,"International Business Times, 24 April 2015, http://www.ibtimes.co.uk/mediterranean-migrants-facebook-smugglers-offer-under-3s-go-free-tripadvisor-style-feedback-1498232",Rate for adults
Adam (GITOC),Turkey,Greece,730,,,East Med Sea,GBP,986,Boat,2015,"International Business Times, 24 April 2015, http://www.ibtimes.co.uk/mediterranean-migrants-facebook-smugglers-offer-under-3s-go-free-tripadvisor-style-feedback-1498232",Rate for children between ages of 3 and 12
alb,Turkey,Greece,"3,200",,,East Med Sea,EUR,3200,Cruise boat,2014,http://observers.france24.com/fr/content/20141120-est-jamais-perdants-passeur-devoile-trafic-migrants-syrie-l%E2%80%99europe,"For cruise ships, the smugglers take migrants in small boats to the limit of Greek territorial waters and from there they raise refugees on board with the complicity of the crew."
alb,Turkey,Greece,"2,400",,,East Med Sea,EUR,2400,Fishing boat,2014,http://observers.france24.com/fr/content/20141120-est-jamais-perdants-passeur-devoile-trafic-migrants-syrie-l%E2%80%99europe,"Interview from Ahmad, an Afghan smugller settled in Ankara"
alb,Turkey,Greece,"1,600",,,East Med Sea,EUR,1600,Inflatable boat,2014,http://observers.france24.com/fr/content/20141120-est-jamais-perdants-passeur-devoile-trafic-migrants-syrie-l%E2%80%99europe,"Interview from Ahmad, an Afghan smugller settled in Ankara"
Jakob,Turkey,Greece,"1,300",,,East Med Land,EUR,1300,on foot,2014,Interview: A syrian migref in Istanbul (the daughter of subject),Cost per person.
nelsonmau,Turkey,Greece,"1,500",,,East Med Sea,EUR,1500,Boat,2015,The Guardian http://www.theguardian.com/world/2015/may/08/people-smugglers-using-facebook-to-lure-migrants-into-italy-trips,
Adam (GITOC),Turkey,Greece,"1,500",,,East Med Sea,EUR,1500,Speedboat,2015,"Gulf News, 10 May 2015, http://gulfnews.com/news/europe/italy/how-people-smugglers-are-using-facebook-to-lure-migrants-into-italy-trips-1.1508101",Facebook-advertised price for speedboat between Turkey and Greece
Adam (GITOC),Turkey,Greece,"1,500","1,000","2,000",East Med Sea,USD,1500,Boat,2015,"Voice of America, 20 March 2015, http://www.voanews.com/content/turkey-cracks-down-migrant-smugglers-business-booms/2688377.html",Price per person
Adam (GITOC),Turkey,Greece,850,500,"1,200",East Med Sea,EUR,890,"""Small boat""",2011,"INHESJ, February 2013, http://www.inhesj.fr/sites/default/files/trafic_illicite_de_migrants_v2.pdf",Price to go from Turkey to Greece on a small boat without the aid of a smuggler (?)
Adam (GITOC),Turkey,Greece,"5,200",,,East Med Sea,EUR,5200,"Boat (""navire"" in French)",2015,"L'Observateur, 24 April 2015, http://www.lobservateur.cd/2015/04/le-sinistre-et-florissant-business-des-passeurs/",
alb,Turkey,Italy,800,,,,EUR,800,Container on a truck,2014,http://observers.france24.com/fr/content/20141120-est-jamais-perdants-passeur-devoile-trafic-migrants-syrie-l%E2%80%99europe,"Interview from Ahmad, an Afghan smugller settled in Ankara"
alice,Turkey,Italy,"3,000",,,Central Med,USD,2250,boat rental,2014,Spiegel 48 / 2014,
alice,Turkey,Italy,"2,500",,,Central Med,USD,2200,"boat
",2015,"Süddeutsche Zeitung, April 25th 2015",Costs per person
alice,Turkey,Italy,"2,000",,,Central Med,USD,1760,Passage with freighter,2015,Spiegel 5 / 2015,Costs per person
alice,Turkey,Italy,"10,000",,,,USD,7500,remuneration for captain,2014,Spiegel 48 / 2014,
alice,Turkey,Italy,"5,320",,,,USD,4682,diverse,2015,"Stern, February 26th 2015",Total transit costs
alice,Turkey,Italy,30,,,,USD,23,guard fee,2014,Spiegel 48 / 2014,
alice,Turkey,Italy,,,"10,000",,EUR,,diverse,2014,Spiegel 48 / 2014,Costs per transit
Jakob,Turkey,Italy,"7,000",,,Central Med,USD,6160,cruise,2015,Interview: Smuggler,Cost per person.
Lise,Turkey,Italy,"7,000",,,Central Med,USD,6160,Trip by yacht,2015,https://www.facebook.com/travilingtoeurop?fref=ts,Human smugglers ad on facebook 4/15/15
nelsonmau,Turkey,Italy,"6,500",,,East Med Sea,EUR,6500,Cargo Boat,2015,The Guardian http://www.theguardian.com/world/2015/may/08/people-smugglers-using-facebook-to-lure-migrants-into-italy-trips,Half-price for children
sgr,Turkey,Italy,"2,000",,,Central Med,USD,1760,Passage with freighter,2015,"Stern, February 26th 2015 as well as Spiegel, 5 / 2015",Costs per person
sgr,Turkey,Italy,"800,000",,,,EUR,800000,diverse,2014,Spiegel 48 / 2014,Total estimate of revenue for one passage
sgr,Turkey,Italy,"6,500","5,000","8,000",East Med Sea,EUR,6500,Passage with freighter,2015,Spiegel 5 / 2015,Costs per person
sgr,Turkey,Italy,"1,500",,,East Med Sea,USD,1320,Transport to freighter,2015,"Stern, February 26th 2015",Costs per person
sgr,Turkey,Italy,"1,100",,,,USD,968,Migrant smuggler,2015,"Stern, February 26th 2015",Costs per person
sgr,Turkey,Italy,500,,,,USD,440,Middleman,2015,"Stern, February 26th 2015",Costs per person
sgr,Turkey,Italy,120,,,,USD,106,Insurance broker,2015,"Stern, February 26th 2015",Costs per person
sgr,Turkey,Italy,70,,,,USD,62,Hotel,2015,"Stern, February 26th 2015",Costs per passenger
sgr,Turkey,Italy,30,,,,USD,26,Food,2015,"Stern, February 26th 2015",Costs per person
Adam (GITOC),Turkey,Italy,"3,800",,,East Med Sea,USD,3800,Wooden boat,2015,"Daniel Adamson, 13 May 2015, http://www.bbc.com/news/magazine-32707346",Facebook-advertised price for Turkey-Italy journey via Libya
Adam (GITOC),Turkey,Italy,"6,500",,,East Med Sea,EUR,6500,Cargo ship,2015,"Gulf News, 10 May 2015, http://gulfnews.com/news/europe/italy/how-people-smugglers-are-using-facebook-to-lure-migrants-into-italy-trips-1.1508101","Facebook-advertised price for adults on ""cargo ship"" between Turkey and Italy"
Adam (GITOC),Turkey,Italy,"3,250",,,East Med Sea,EUR,3250,Cargo ship,2015,"Gulf News, 10 May 2015, http://gulfnews.com/news/europe/italy/how-people-smugglers-are-using-facebook-to-lure-migrants-into-italy-trips-1.1508101","Facebook-advertised price for children on ""cargo ship"" between Turkey and Italy"
Adam (GITOC),Turkey,Italy,"5,500",,,East Med Sea,USD,5500,"""Yacht""",2015,"France24, 1 May 2015, http://observers.france24.com/content/20150501-what-smugglers-tell-migrants-europe-libya-turkey",Advertised on Facebook
Adam (GITOC),Turkey,"Kos, Greece","1,750","1,500","2,000",East Med Sea,USD,1833,Luxury sailboat,2011,"INHESJ, February 2013, http://www.inhesj.fr/sites/default/files/trafic_illicite_de_migrants_v2.pdf","Price from eastern Turkish ports (Kusadasi, Izmir, Bodrum, and others) to Greek islands"
Adam (GITOC),Turkey,"Puglia, Italy","6,000","5,000","10,000",East Med Sea,USD,6000,"Boat ""smaller than a cargo vessel""",2015,"Voice of America, 20 March 2015, http://www.voanews.com/content/turkey-cracks-down-migrant-smugglers-business-booms/2688377.html",Price per person for a family of Syrians
Lise,Turkey,Random country in Vestern Europe,"12,000",,,,EUR,12000,Trip by plane,2015,https://www.facebook.com/europe.travel.from.turkey/timeline,Human smugglers ad on facebook 04/02/15
Adam (GITOC),Turkey,Serbia,"3,000",,,East Med,USD,2640,,2015,http://mashable.com/2015/04/25/mediterranean-smugglers-facebook/,"Price per person, via Greece, advertised on Facebook"
Adam (GITOC),Turkey,Sicily,"5,200",,,Central Med,EUR,5200,"Boat (""navire"" in French)",2015,"L'Observateur, 24 April 2015, http://www.lobservateur.cd/2015/04/le-sinistre-et-florissant-business-des-passeurs/",
Adam (GITOC),Turkey,United-Kingdom,"14,000",,,,EUR,14000,Plane,2015,"International Business Times, 24 April 2015, http://www.ibtimes.co.uk/mediterranean-migrants-facebook-smugglers-offer-under-3s-go-free-tripadvisor-style-feedback-1498232","Only valid for Syrians with passport issued by Assad regime. Payment made at smugglers' ""office"" in Turkey. Advertised on Facebook"
Adam (GITOC),Turkey,United-Kingdom,,,"16,000",,USD,,,2015,"International Business Times, 24 April 2015, http://www.ibtimes.co.uk/mediterranean-migrants-facebook-smugglers-offer-under-3s-go-free-tripadvisor-style-feedback-1498232",Price advertised for Syrian refugees on Facebook
sgr,Turkey,Western Europe,"9,600",,,,EUR,9600,diverse,2015,"20 Minuten online, January 20th 2015",
Adam (GITOC),Turkey,Greece,500,,,East Med Sea,EUR,524,Inflatable boat,2011,"Anna Triandafyllidou and Thanos Maroukis, 2013, Migrant Smuggling: Irregular Migration from Asia and Africa to Europe",Inflatable boat crossing from Turkish Aegean coast to Greece
Adam (GITOC),Turkey,Greece,"1,500","1,200","1,800",East Med Sea,USD,1417,Boat,2006,"Alessandro Triulzi and Robert Lawrence McKenzie, 2013, Long Journeys: African Migrants on the Road",
Adam (GITOC),Turkey,Alexandria,500,,,,EUR,500,Unclear,2014,"Q Code Magazine, 10 March 2015, http://www.qcodemag.it/2015/03/10/corridoio-nord-la-nuova-rotta-dei-migranti/",Price for a Syrian
Adam (GITOC),Turkey,"Samos Island, Greece",300,,,East Med Sea,USD,227,Boat,2008,"East Online, http://www.eastonline.eu/attachments/article/878/east22_Samo,_l%E2%80%99Europa_cos%C3%AC_vicina_e_cos%C3%AC_lontana.pdf",Price for a Moroccan
Adam (GITOC),Turkey,"Samos Island, Greece",,,"2,000",,USD,,Boat,2008,"East Online, http://www.eastonline.eu/attachments/article/878/east22_Samo,_l%E2%80%99Europa_cos%C3%AC_vicina_e_cos%C3%AC_lontana.pdf",
petros,Turkey,Greece,"2,680",,,East Med Land,EUR,2984,Boat + Vehicle,2008,http://news247.gr/eidiseis/article74757.ece,
petros,Turkey,Greece,150,,,East Med Sea,EUR,165,Boat,2009,http://www.enet.gr/?i=news.el.article&id=45688,
petros,Turkey,Greece,"2,200",,,East Med Land,EUR,2376,Trucks,2010,http://www.tovima.gr/society/article/?aid=346940&wordsinarticle=%CE%B4%CE%B9%CE%B1%CE%BA%CE%B9%CE%BD%CE%B7%CF%84%CE%AD%CF%82%3b%CE%B5%CF%85%CF%81%CF%8E,
petros,Turkey,Greece,350,300,400,East Med Sea,EUR,378,Boats,2010,http://www.tovima.gr/society/article/?aid=361522&wordsinarticle=%CE%B4%CE%B9%CE%B1%CE%BA%CE%B9%CE%BD%CE%B7%CF%84%CE%AD%CF%82%3b%CE%B5%CF%85%CF%81%CF%8E,
petros,Turkey,Greece,"1,000",,,East Med Land,EUR,1048,Boat + Vehicle,2011,http://www.enet.gr/?i=news.el.article&id=276183,
petros,Turkey,Greece,"3,000",,,East Med Sea,EUR,3143,Boat,2011,http://www.tovima.gr/society/article/?aid=404535&wordsinarticle=%CE%B4%CE%B9%CE%B1%CE%BA%CE%B9%CE%BD%CE%B7%CF%84%CE%AD%CF%82%3b%CE%B5%CF%85%CF%81%CF%8E,
petros,Turkey,Greece,"1,000",,,East Med Sea,EUR,1005,Fast boat,2013,http://www.kathimerini.gr/30376/article/epikairothta/ellada/synelhf8hsan-enas-toyrkos-kai-11-la8rometanastes-sto-aigaio,
petros,Turkey,Greece,"1,000",,,East Med Land,EUR,1005,Car,2013,http://www.real.gr/DefaultArthro.aspx?page=arthro&id=265224&catID=3,
petros,Turkey,Greece,"2,000",,,East Med Land,EUR,2011,Truck,2013,http://www.naftemporiki.gr/story/717830/kukloma-diakinisis-paranomon-metanaston-eksarthrose-i-elas,
petros,Turkey,Italy,710,,,Central Med,EUR,714,Truck + Ship,2013,http://www.naftemporiki.gr/story/746122/eksarthrosi-kuklomatos-diakinisis-paranomon-metanaston,
petros,Turkey,Greece,"2,150",,,East Med Sea,EUR,2150,Boat,2014,http://www.tovima.gr/society/article/?aid=560429&wordsinarticle=%CE%B4%CE%B9%CE%B1%CE%BA%CE%B9%CE%BD%CE%B7%CF%84%CE%AD%CF%82%3b%CE%B5%CF%85%CF%81%CF%8E,
petros,Turkey,Greece,"2,500",,,East Med Land,EUR,2500,Truck,2014,http://www.naftemporiki.gr/story/866191/sullipsi-diakiniti-paratupon-metanaston,
petros,Turkey,Italy,"5,360",,,Central Med,EUR,5360,Ship,2015,http://www.kathimerini.gr/799009/article/epikairothta/ellada/amparia-ploiwn-gemata-an8rwpoys,
petros,Turkey,Greece,"1,650","1,300","2,000",East Med Sea,EUR,1650,,2015,http://www.tovima.gr/society/article/?aid=695310&wordsinarticle=%CE%B4%CE%B9%CE%B1%CE%BA%CE%B9%CE%BD%CE%B7%CF%84%CE%AD%CF%82%3b%CE%B5%CF%85%CF%81%CF%8E,
mb,Turkey,Greece,"1,850","1,200","2,500",East Med Sea,EUR,1860,Boat,2013,Greek Police http://www.astynomia.gr/index.php?option=ozo_content&lang=%27..%27&perform=view&id=23970&Itemid=1027&lang=,"Half Price for Kids. 1,200 Euros if the destination is a Greek island, 2,500 if destination is Athens. Use of Hawala http://en.wikipedia.org/wiki/Hawala"
mb,Turkey,Greece,"6,500","4,000","9,000",East Med Sea,EUR,6500,boat,2015,Greek Police http://www.astynomia.gr/index.php?option=ozo_content&lang=%27..%27&perform=view&id=51528&Itemid=1473&lang=,"The criminal group could have earned around EUR 7.5 million in illegal profits.

The joint action is part of a long-running investigation into people smuggling named Operation DAIDALOS, led by the Attica Aliens Division in Greece. Europol has actively supported the investigation for over a year and provided extensive operational and analytical support to the countries involved."
Lise,Turkey ,Germany,"9,000",,,,EUR,9000,Trip by car,2015,https://www.facebook.com/europe.travel.from.turkey/timeline,Human smugglers ad on facebook 04/02/15
Jakob,Turkey ,Italy,"6,600",,,Central Med,USD,5808,cargo ship,2015,https://www.facebook.com/travilingtoeurop?fref=ts,Human smugglers ad on facebook 4/15/15
Jakob,"Turkey, Izmir ",Europe,"6,000",,,East Med Sea+,USD,5280,Ship to Greece and airplane from there,2015,Interview: Smuggler,Cost per person. Includes false passport
Jakob,"Turkey, Izmir ",Greece,"1,500",,,East Med Sea,USD,1320,15 meter wooden boat,2015,Interview: Smuggler,Cost per person.
Jakob,"Turkey, Izmir ",Greece,800,,,East Med Sea,USD,704,rubber boat,2015,Interview: Smuggler,Cost per person.
Jakob,"Turkey, Mersin",Italy,"5,500",,,Central Med,USD,4840,"80 meter ship, 8 days travel",2015,Interview: Smuggler,Cost per person. 
alice,Ukraine,Czech Republic,"1,450","1,000","1,900",,USD,1972,diverse,2002,"Spiegel, April 30th 2002",on a price list of a trafficking organisation
alice,Ukraine,Germany,"2,000",,,East Borders,DEM,1336,Forged invitation letter,2001,"Spiegel, April 30th 2001",
alice,Ukraine,Italy,"1,200",,,East Borders,EUR,1449,on truck,2005,http://www.pszczynska.pl/przemyt-ludzi-w-chlodni.html,
alice,Ukraine,Poland,"2,250","1,500","3,000",,EUR,2597,transfer by car to Poland and other EU member states with forged documents,2007,http://www.nadodrzanski.strazgraniczna.pl/2010/pazdziernik/403-akt-oskarenia-przeciwko-14-osobom-oskaronym-o-przemyt-ludzi.html,
alice,Ukraine,Slovakia,"2,200",,,East Borders,USD,1854,"on foot
",2007,"http://menstream.pl/wiadomosci-reportaze-i-wywiady/polska-lampedusa-na-wschodnich-granicach-unii-europejskiej-rowniez-gina-nielegalni-imigranci,0,1405556.html",
alice,Ukraine,Slovakia,500,,,East Borders,USD,733,diverse,2001,"Spiegel, April 30th 2001",on a price list of a trafficking organisation
alice,Vietnam,Poland,"15,000",,,,USD,11250,"flight to Moscow, transfer to Belarus and Poland by car",2014,http://www.se.pl/wiadomosci/polska/warszawa/przemycali-ludzi-wpadli-na-bazarze_466877.html,
alice,Vietnam,Poland,"4,000",,,,EUR,4410,"flight to Moscow, transfer to Belarus and Poland by car",2009,http://www.dziennikwschodni.pl/apps/pbcs.dll/article?AID=/20090517/MAGAZYN/631501939,
Adam (GITOC),West Africa,Libya,"2,000",,,,USD,1760,Diverse,2015,"IRIN News, 23 April 2015, http://www.irinnews.org//report/101396/migrant-smugglers-profit-from-libya-s-chaos#.VTp-xrkay0c","Price per person to go from West Africa to Libya via Niger. Price inlcudes US$1,600 for the trip and US$400 in bribes for border guards"
